高楼上谁穿着青袍眺望，就像望春台边随风飘扬的青旗。	青旂遥倚望春台	青山遥望下邳门	春旗已在望春台	旌旗遥倚望春台
手捏青青秧苗将其种进田里。	手捏青苗种福田	种玉田中莫揠苗	种福无田实可伤	自拔青苗插瘦田
曾经领略过苍茫的大海，就觉得别处的水相形见绌。	曾经沧海难为水	曾经沧海难为泪	曾经沧海早还辕	由来观海难为水
观看你书写的人一个个惶惶然如见鬼神。	怳怳如闻神鬼惊	神鬼群惊破壁来	夜深神鬼惊闻处	高歌应有鬼神惊
草圣似的几行草书还留在断墙残壁上。	草圣数行留坏壁	草书悬壁半留题	坏壁谁题半草行	壁间文字数行留
今日市场朝廷风俗已不似以往繁华。	今日市朝风俗变	今日已成风俗后	今日波平人事变	昨日风光今又变
香气扑鼻的荞麦花啊洁白如雪。	荞麦花开白雪香	荞麦花开如雪飞	雪白一川荞麦花	荞麦新开雪作花
何况我又在韩公百年后。	我今况又百年后	我来今又廿年更	百岁于今又八年	况复如今二十年
更深人静银灯下裁衣才停歇。	银灯青琐裁缝歇	银剪春裁浣女纱	灯底裁缝剪刀冷	银灯影裹掩鲛纱
空中云朵悠然自在化作奇峰。	悠悠闲处作奇峰	伴我悠悠过闲日	属我悠悠梦境闲	闲处成峰只自奇
飘扬的旌旗轻拂着柳枝，枝头还沾带着夜来的清露。	柳拂旌旗露未干	拖得春旗露未干	暮雨旌旗湿未干	隋堤杨柳拂旌旗
看到眼前的春景想起了故乡。	水寒烟暖想柴扉	水寒烟澹落花前	水上柴扉闭不开	惠陵烟草掩柴扉
粗茶淡饭的确可以吃饱。	薄饭蕨薇端可饱	香饭可能长自饱	葱羹麦饭自可饱	尚愧无功饱蕨薇
有一万多里，蓦然生愁。	愁看直北是长安	冷云西北是长安	遥看直北是长安	不堪直北望长安
雄鹰展翅直上九霄迎接那曙光。	苍鹰上击翻曙光	上蔡苍鹰正怒拿	苍鹰掠野上层霄	鹏击鲸翻天汉回
今天为你向锦官城回首眺望。	今日因君试回首	今日怀君试暂窥	今日临流更回首	今日曲江试回首
花香扑人，便知天气暖和了。	花气袭人知骤暖	隔帘花气袭人香	先知和气袭人温	花气薰人知昼暖
承蒙当初朝廷授检校工部员外郎官职给我。	朝廷记识蒙禄秩	朝廷记忆江城久	虚蒙记识到朝廷	朝廷衮职虽多预
天宝年的荔枝来自涪州。	天宝岁贡取之涪	下岩岁贡治平初	邛杖亦充天国贡	天宝年中入贡来
光明媚，柳花飘飘扬扬坠在行舟之中。	柳花飞入正行舟	柳花如雪暗行舟	花宫柳陌正从行	柳花如雪暗归舟
众人扰攘纷杂的筑城，不敢停下手中筑土的木锤。	万夫喧喧不停杵	万马喧喧踏晓霜	万事喧喧杂响中	万马声喧不暂停
春天里城中的儿女纵情地春游。	春城儿女纵春游	金陵儿女踏春阳	士女春游尚满山	春色满城游骑纵
双双舞蝶殷殷地陪伴看客。	戏蝶双舞看人久	穿林蛱蝶看将舞	咏到花间双蝶舞	倚树闲看蝴蝶舞
在花丛里聊天相互问侯。	花开对语应相问	花解语时应也问	水驿花开笑相问	把酒问花花解语
从前有个漂亮女人，名叫公孙大娘。	昔有佳人公孙氏	昔有佳人在幽谷	杨氏贤甥复有孙	自昔佳人皆有恨
今天一别我知道两地悲愁。	一别心知两地秋	一别新都忽两秋	江亭一别两经秋	一别心知几度秋
虽然已像窦融从关右奏上战表。	窦融表已来关右	拜表江关始出师	上蔡年来已破关	窦氏已来关右表
眼眸明丽，眼神清澈，顾盼生辉。	一眸春水照人寒	一桥春水照人清	一方深绿照人寒	照彻一泓秋水寒
路旁人家渐渐打开两扇竹门。	人家渐开双竹扉	板扉竹户如人开	竹里人家总未开	人家多掩竹扉閒
你这郑国的游人不能返家。	郑国游人未及家	应怜游子未还家	何事游人未到家	毕竟游人未到山
象敲金击玉一般发出悲凉的声音。	犹如金玉戛商音	清梦犹闻金玉音	金玉腾音锵睿律	锵金戛玉音声古
若不是和我同年考中进士的你在商州主持政务。	不是同年来主郡	不关家世是同年	不是同来三大士	不是邢公来镇此
众人却把我当做仇敌。	又众兆之所雠也	贼众侵元公死之	罔之生也竟何为	总众能为世所钦
北国秋末，霜天晓角，草木似乎都为之震惊悲哀。	霜角一声草木哀	野鹤一声山木秋	风鹤一声惊草木	木落霜清画角哀
当年陶侃的战舰摧枯拉朽，如今荒弃的沙滩只有雨声依旧。	陶公战舰空滩雨	战船浪卷陶公庙	一滩细雨空渔艇	沧海鱼丽空战舰
唤起你在黄州的旧梦。	为公唤起黄州梦	散花唤起毗邪梦	若为唤起尧夫梦	唤起黄州三月梦
四十万匹骏马奔驰，似阵阵云烟。	四十万匹如云烟	天姝十万花如绮	世间万事如云烟	四十万疋粲云烟
岂不知自己的身世，同样悠悠茫茫！	不知身世自悠悠	不知身世尚悠悠	身世悠悠可自知	身世悠悠还是客
丝丝的春雨飘洒在上林苑的乱草上。	细雨春芜上林苑	细雨春开上苑花	细雨荼蘼小苑阴	山城细雨绿芜滋
闲恨闲愁所到之处就萌生。	闲恨闲愁触处生	闲恨闲愁一例删	只教闲客生闲愁	闲恨闲愁都不惜
入耳的是非听听就算了。	是非入耳君须忍	莫待是非来入耳	是非耳顺慵开眼	常恐是非声到耳
听我唱一曲《悲来吟》。	听我一曲悲来吟	听我狂翁一曲歌	试听一曲话悲欢	听我高吟侑一杯
百无聊赖时手执团扇且共徘徊。	且将团扇共徘徊	暂将团扇共徘徊	休将鸾扇更徘徊	且留客共月徘徊
我平生志愿都在嗜学方面孜孜不倦。	平生志业在琴诗	平生志业在名山	平生雅志在希颜	生平勋业在诗书
传话给春光，让我与春光一起逗留吧。	传语风光共流转	传语风光共此嬉	寄与风光共流转	欲与春光共流转
一丛一丛的秋菊环绕着房屋好似到了陶渊明的家。	秋丛绕舍似陶家	秋丛绕舍樽无绿	攒眉𨚗复似陶家	居邻閒拟似陶家
欢乐没有尽兴就要分手离去。	欢娱未尽分散去	欢娱此去应须得	良会未穷分散去	馀欢未尽玳筵开
恰恰是在水流缓慢没有礁石的地方。	却是平流无石处	山中不是无韶石	莫恨清流无觅处	却是无人行到处
羲和驾着太阳车，一直到黄昏时分才停下来休息。	羲和自趁虞泉宿	虞渊险迫羲和疾	羲和只在嵎夷宿	羲和走驭趁年华
连年战乱烽烟弥漫，朝政昏暗无常。	风尘倾动昏王室	随风倾向薄山王	风雨尘埃昏欲尽	石镜尘昏王气休
你到晚年反而遭受世俗的白眼。	途穷反遭俗眼白	俗子每看双眼白	白眼途穷易见嗔	途穷俗眼寻常白
何须临河取水，泪洒便可濯缨。	垂泪千行便濯缨	河流便作千行泪	缘缨涕泪数行垂	灯前不洒泪千行
自然是才力能应时势所需。	公自才力应时须	公才正合济今时	简求才德应时须	纵横才力自时须
翻身朝天上的云层射去。	翻身向天仰射云	仰面青天欲射雕	云暗胡天失射雕	弯弓向云仰射雁
你让花儿开放就已经十分鲁莽，还让黄莺对我喋喋不休地乱鸣。	无赖春色到江亭	空将春恨到江亭	况无春色到江南	野亭春色苦无赖
日南边防重镇，古宣城历史悠久。	日南藩郡古宣城	江南藩郡古宣城	畿南名郡古称雄	东南形胜说宣城
病中梳头，不快就像头发一样长。	病里梳头恨最长	病多犹自不梳头	病里情怀最可怜	病观周易闷梳头
定会感觉到今朝风雨里牡丹的娇美姿容正奇新。	并觉今朝粉态新	别来并觉新春暮	却讶今朝曙气新	花态增新一雨中
在这里早晚能听到的是什么呢。	其间旦暮闻何物	人间何物度朝昏	世间何物催人老	世间何物更如斯
两岸军队连年混战一直不停休。	两岸强兵过未休	两岸彊兵过未休	两月兵戈尚未除	北战南征兵未休
对着春天的花鸟，没有了过去的深深忧愁。	春来花鸟莫深愁	今春花鸟作边愁	东风花鸟实深愁	春来花鸟正关愁
刘彻的茂陵埋葬着残余的枯骨。	刘彻茂陵多滞骨	茂陵有赋怜多病	茂陵死后多遗稿	正是茂陵多病骨
看见短袍绣裤宫女，正在打扫御床。	袍袴宫人扫御床	袍裤宫人扫御床	白袍人正试南宫	绛袍人立御门前
为了躲避沙虫，看见燕子衔泥也会急忙让开。	畏落沙虫避燕泥	落落燕泥秋社没	草阁梁深落燕泥	春燕衔泥掠远沙
长城少年是仗义轻生的侠客。	长安少年游侠客	长安花柳少年游	长安多少豪华客	长安侠客多少年
又因香气太浓蝴蝶难以亲近。	却缘香甚蝶难亲	密藏香蕊蝶难寻	许蝶闻香禁蝶知	香迷野径蝶难亲
什么时候才是太平盛世哟。	几时却到承平了	老身只待承平了	几时重得见升平	几时却奉承明谒
腾跃失势，无力高翔。	踊身失势不得高	形势高低尽得知	得势谁知失势难	著身高处不知险
身已死亡啊精神永不死。	身既死兮神以灵	身既死兮为夜神	剑飞魂逝死能神	死而不朽是精神
温暖的芙蓉帐子里与皇上共度春宵。	芙蓉帐暖度春宵	芙蓉帐里郁金香	芙蓉帐里嫩寒生	芙蓉帐暖梦初回
我放眼南望，一直看到云天尽处，也见不到一只大雁在飞翔。	目断天南无雁飞	目断天涯鸿雁飞	目断天南无雁归	望断淮南一雁飞
衡山地处荒远多妖魔鬼怪。	火维地荒足妖怪	虫生火起徒妖怪	天穷地力无荒壤	地孽竟符苍鸟怪
杜鹃放弃了繁华的故园山川。	举国繁华委逝川	故国繁华逐水流	休道繁华逐逝波	亦有浓华委逝川
著作郎这样位卑言轻的职务，我也只能登上马车问候别人身体怎么样了。	犹能上车问何如	登车不落问何如	停舟试问近何如	下车聊复问何如
当年的申渐高不就笑着这样给他的主子解释过这种现象吗？	笑语江南申渐高	艳传评语遍江南	寄言莫笑江南客	笑语渐高无约束
浅见儒士编纂诗经却不收入。	陋儒编诗不收入	小诗收入长官家	青编不载腐儒名	数编诗稿聊收起
只见那悲鸟在古树上哀鸣啼叫。	但见悲鸟号古木	悲风入夜号林木	风号古木悲长在	野鸟高飞古木深
却无法为您招魂使您起死回生。	何曾宋玉解招魂	谁解招魂如宋玉	无些能招宋玉魂	岂真宋玉解招魂
胡人向着月亮吹响了胡笳。	胡人向月吹胡笳	胡笳休向马头吹	吹笳暗落胡人泪	谁吹胡拍惨中笳
园中树木你怎能知道，人已散尽失去了繁华。	庭树不知人去尽	山竹不知人泪尽	啼鸟不知人去尽	庭树不知人死尽
春天的夜晚，即便是极短的时间也十分珍贵。	春宵一刻值千金	良宵一刻值千金	良宵一刻直千金	回首春宵刻值金
何况在风雨之中，飘零在污泥烂土之中更觉得惨不忍睹。	何况飘零泥土中	何处飘零著此身	何况飘零万里人	奄忽飘零尘网中
逗得黄莺好奇，离开柳条飞来。	引得黄莺下柳条	黄莺不入垂杨柳	忽听黄莺语柳枝	解得苑莺调柳色
又不时流露出小谢诗风的清秀。	中间小谢又清发	小桃又发两三花	小桃花谢又花开	临别眼中无小谢
满耳是美妙的音乐满眼是美妙的花。	满耳笙歌满眼花	满耳莺声满眼花	满耳歌谣满眼山	康衢满耳沸歌谣
天下起义军归附了有道的大唐。	四海义师归有道	四海有人能统御	四海论交张道义	八表同风归有道
茂盛的春草总是催人早日归家。	萋萋总是无情物	人间总是无情物	东风最是无情物	落红不是无情物
普天之下哪个不识君？	天下谁人不识君	天下谁人不舍身	天下何人不爱官	天下几人贫似君
弹完一曲收来的红绡不知其数。	一曲红绡不知数	一曲羽衣听不尽	一曲新愁只自知	一曲缠头不知数
百越的土人自愿进贡珊瑚宝树。	越人自贡珊瑚树	无人识是珊瑚树	海东亦有珊瑚树	鲛人夜贡珊瑚树
李太白既能作诗又能喝酒。	李白能诗复能酒	清新李白诗能胜	李白诗成思不群	能书能画复能诗
水波摇，石影动，流水回旋萦绕。	波摇石动水萦回	石路萦回带水流	波声宛转水萦回	水石萦回九锁间
牧童在鼓上敲火牛用它磨角。	牧童敲火牛砺角	不及牧童牛背风	牧童吹笛倒骑牛	牧童敲火枯柳根
紫丝竹鞭已断裂，所骑骢马弱又小。	紫丝竹断骢马小	尘清紫陌嘶骢马	春风白马紫丝缰	马嘶争系紫丝缰
又见到云英轻盈的掌上身。	重见云英掌上身	亲见彩云扶日上	今见云霄掌上看	仙队惊逢掌上身
雪花打在竹丛和树枝上，不时发出沙沙响声。	竹树无声或有声	弦外无声却有声	无声端藉有声来	竹树有声风不定
打扮成南方贵族妇女的模样，夜晚独自在凉爽寂静的庭院中漫步。	独步闲庭逐夜凉	独立闲庭纳夜凉	独步闲庭志未休	步屧空林散夜凉
早开的花朵调落净尽辜负了大好春风。	落尽东风第一花	落尽春风第一花	零落东风第一花	一任东风落尽花
井边的梧桐树忽然摇动叶落，方知故乡也是秋天了。	井梧摇落故园秋	井桐摇落故园秋	残花零落故园秋	又惊摇落井梧秋
独上高楼即听到驻军呜呜的号角声。	呜呜戍角上高楼	羌笛呜呜起戍楼	呜呜画角语城头	戍角频惊江上楼
薛王已经投降，人民还在抵抗。	薛王出降民不降	君王不受群臣贺	君王一出怜民隐	沛公不杀降王杀
昭阳殿下响起捣衣声声。	昭阳殿下捣衣声	南楼月下捣寒衣	昭阳殿下风回急	那禁月下捣衣声
不让娇嫩可爱的鲜花落到碧绿的青苔上。	莫遣纷纷点翠苔	莫遣纷纷落翠苔	纷纷吹落满苍苔	红雨纷纷点翠苔
花丛中传来那雏凤的鸣声，一定会比那老凤更为清亮动听。	雏凤清于老凤声	老凤飞升雏凤健	老凤递看雏凤好	老凤声高小凤清
像那靠着栏杆神情惫懒的杨贵妃。	太真无力凭阑干	画楼几凭阑干立	夜凉无计凭栏干	不禁幽意凭阑干
莲藕折成寸断丝难绝。	拗莲作寸丝难绝	折断莲茎却是丝	手牵玉藕丝难断	每哂独丝难作茧
黄金台尚且羞愧缺少知己。	黄金台愧少知己	黄金台隗少知己	黄金台上无知己	黄金祗为酬知己
君将手指向了南山的松柏树。	君指南山松柏树	南山桂树为君死	尹看南山尽松柏	只选南山松柏材
当权的衮衮诸公，有谁肯听听百姓的意见。	诸公谁听刍荛策	诸司谁敢不从公	群公亦采刍荛否	诸公谋事谁房相
炉火正红，兽鼓咚咚，烟柱腾升入空。	玉炉炭火香咚咚	半炉麸炭火亲烧	熏炉火热宝猊香	地炉火煖灼然香
筝声本来就苦，更何况又掺入了我的重重离别之恨，南北远离，相隔千里，两地相思。	江南歧路洛阳城	洛阳城南伊水流	行遍江南江北路	江北江南道路长
当日朝廷上的士大夫现在已经不多。	当时朝士已无多	贞元朝士更无多	同时朝士欲无多	入梁朝士无多在
我希望先济世致用，然后功成身退去过自己想要的隐逸生活。	济人然后拂衣去	早晚东山拂衣去	当代无人肯拂衣	会拂尘衣上方去
爱惜巢父想苦苦相留。	惜君只欲苦死留	惜君留滞却长吁	欲去知难苦死留	苦死相留不疗饥
他们正招呼儿童骑牛吹笛把家归。	呼儿吹笛跨牛归	齐吹短笛跨牛归	吹笛骑牛缓缓归	牧儿携笛倚牛吹
想要远行，却没遇见千里马。	远去不逢青海马	运去不逢青海马	边马不归青海戌	不似青山送马蹄
开得正旺的红杏有一枝枝条伸到墙外来了。	一枝红杏出墙来	一枝初出古墙西	一枝红绽傍墙阴	一枝红杏出墙头
借问路旁那些追名逐利的人。	借问路旁名利客	借问道傍名利客	借问路傍名利客	游人借问禅门路
