高楼上谁穿着青袍眺望，就像望春台边随风飘扬的青旗。	青旂遥倚望春台	青山遥望下邳门	春旗已在望春台	旌旗遥倚望春台
自从周王衰退更叠七国相继灭亡。	自从周衰更七国	自从国事推迁后	祼将自许从周祀	道自周衰说异同
愿君采撷葑菲草的时候。	愿君采葑菲	愿采玉芝芳	来为采葑菲	愿君多采撷
突然间，雪云消失，幻变成春云朵朵。	雪云乍变春云簇	灵岫春云雪作堆	雨云浑似雪云同	浮云如雪乱春晴
其在绿字之上长满了美丽的苔藓。	绿字锦苔生	绿苔字应灭	新碑绿字生	苔涵绿字新
捕捉林中的白鹇。	结罝映深竹	深竹映书堂	密竹映深花	结茅深树里
主人哪，不要发愁去买酒。	莫谩愁沽酒	莫漫愁沽酒	愁来莫强酒	莫吝酒重沽
不是鬼魂不是生人究竟何处之事物。	非鬼非人竟何物	游魂非鬼亦非仙	鬼神人物亦何殊	非人非鬼究谁何
平时在红尘中见到月亮，心都能清静下来，何况是在这清秋时节的神仙洞府间？	尘中见月心亦闲，况是清秋仙府间。	遁世岂矜尘外见，近人最是热中清。	闲中日月诗书府，地上神仙人世间。	仙家日月长闲在，才得心闲也是仙。
这情景真叫人意惹情牵，不胜留恋，住了这么久了，亭边柳树枝头的黄莺，也跟我是老相识了。	黄莺久住浑相识	碧桃红杏浑相识	依稀黄鸟浑相识	黄鹂入寺浑相识
知道居士的才华横溢。	知君振奇藻	知君挟奇术	上才同振藻	因君振嘉藻
你不要为不能长久如此而惆怅终生，要知道相邻并不遥远。	莫作一生惆怅事	一生惆怅杜陵人	一生惆怅为判花	一生惆怅忆江南
极目远眺，远处的云仿佛和树连到了一起。	野旷云连树	野旷天连水	野云连树密	野迥云连树
想到彼此将要分手万里，不禁泪水沾湿了巾帕。	天涯去住泪沾巾	天涯有客泪沾衣	天涯翘首怕沾巾	天涯流落泪沾巾
何必要劳民伤财以如此豪华的龙舟竞渡来凭吊屈原呢？	舟楫何劳吊屈来	谩劳舟楫舣江干	舟楫何堪久留滞	日暮停舟吊屈魂
将军你争伐南方，胆气豪迈无比，腰间的钢刀如同一泓秋水般明亮。	大将南征胆气豪，腰横秋水雁翎刀。	玉帐登坛夜论兵，将军出塞气纵横。	大将南征胆气豪，腰悬秋水吕虔刀。	将军胆气万人豪，百战功成建节旄。
春的来临同样也给乡村送去了欢笑，春风拂过，田野里开放的荠花榆英欢呼雀跃，欣喜地称道：“春风为我而来。	荠花榆荚深村里	杨花榆荚卫行人	杨花榆荚满城东	落花榆荚点深杯
荒野伸向无尽的远方。	平野到天荒	平野天边尽	平野日荒荒	野旷天平入
云间山峰依稀笼罩着大海的雾气。	云麓半涵青海雾	曙色半涵青荔浦	浮云半捲青天外	云黑山青烟雾黄
它孤独地睡在荒僻茂盛的野草中。	孤眠芊芊草	芳草日芊芊	野墓芊芊草	墓宿草芊芊
笑坐在马上，口唱着《落梅花》。	醉坐雕鞍歌落梅	烂醉狂歌坐箦床	游子停杯歌落梅	轩车不坐坐雕鞍
能走得快些固然很好，走不了也无所谓不便。	得行固愿留不恶	平生行乐自不恶	归去自佳留不恶	滞留不恶归仍好
有经世之才而无主依托开始倾慕您。	霸才无主始怜君	羡君年少才无敌	霸才无主谁青眼	霸才无主伤王粲
清静的夜晚躺在上面多么欢娱。	欣承清夜娱	延眺发清娱	良夜足欢娱	欣逢夜月清
但那一团团竹节，不管大小，都透着坚贞的气韵。	惟有团团节，坚贞大小同。	知君有高节，惟与尔同心。	惟应论晚节，松柏誓同坚。	况有檀栾节，看同绿玉疏。
在秋风萧瑟的凄寒九月，匈奴兵再次侵扰边塞，屠杀边地将领。	九月匈奴杀边将，汉军全没辽水上。	秦地护羌诸校尉，汉家出塞五将军。	于今汉将守边城，翻役官军收战骨。	匈奴十万寇辽阳，汉将飞来入战场。
祝愿亲爱的战友早早扫清顽敌。	早须清黠虏	黠虏构搀抢	黠虏称兵急	黠虏频窥塞
弹奏此曲总共有十八节。	一弹一十有八拍	八百彭篯指一弹	弹尽胡笳十八拍	一千一百五十日
还未年老双鬓却已斑白。	未老霜绕鬓	催人霜鬓老	未老鬓先华	未论霜鬓改
晋武帝轻忽继承人的培养和选拔之事，没有废除惠帝。	晋武轻后事	汉武事远征	后来张主事	阅武事非轻
人们简直分辨不清园中的树究竟哪一株是真梅。	不知园里树，若个是真梅。	青梅绕树头，若个不作酸。	不知园里树，先结日边春。	不知门下士，若个是任安。
坐在窗前可以看见西岭千年不化的积雪。	窗含西岭千秋雪	窗含西岭千秋白	冬岭白飞千树雪	月明葱岭千秋雪
周穆王征战犬戎得四狼四鹿而归，连连赐方叔、召虎以玉器斗酒。	象胥杂沓贡狼鹿，方召联翩赐圭卣。	休嘉砰隐聆韶乐，㬅衍联翩耀彩装。	象方玉帛联王会，鹿宴笙簧慰远人。	联翩宫锦蔽韦韝，天马峰驼贡不休。
请问您来的时候我家雕画花纹的窗户前。	来日绮窗前	暮入绮窗前	问讯绮窗前	来日绮窗桂
承蒙皇上的恩宠忙得没有片刻闲暇。	承欢侍宴无闲暇	同来侍宴承欢处	承欢侍宴群公子	从容得侍清闲宴
字字珠玑，摆满你的面前。	盈前尽珠玑	满斗撒珠玑	珠玑满谷量	挥洒尽珠玑
左旋右转不知疲倦。	左旋右转不知疲	左手旋干右转坤	左旋右转空傞傞	干旋坤转不停轮
老诗人不懂得梅花的品格所在。	诗老不知梅格在	留得梅花风格在	诗老直知花格在	诗人老去知梅格
怎么会到深秋的季节，已是夕阳斜照，秋蝉哀鸣的景象了。	如何肯到清秋日，已带斜阳又带蝉。	一庭芳草斜阳淡，又是秋风欲到时。	清晨秋暑已如许，那更斜阳与日中。	刚到秋风已萧瑟，夕阳池馆一声蝉。
忽然你却辞官先归。	一朝先拂衣	明朝拂衣去	先朝一布衣	朝披一品衣
远处雪岭那边朝廷的使臣还稽留天外未归。	雪岭未归天外使	急催岭外传梅使	青鸟未归天外使	腊雪同云岭外稀
仍然没有收到你的书信。	南来不得豫章书	邻舍南来不得书	客来喜得海南书	豫章城里一书来
楼台殿阁高高耸立触天空。	汉家宫阙动高秋	汉家宫阙见孤灯	汉家宫阙夜光寒	汉家城阙动高秋
郑愔像三国时的阮籍以善饮酒知名。	阮籍推名饮	一代推名饮	通籍竟虚名	仕籍姓名除
民众大多饥寒交迫无力救。	百姓多寒无可救	百姓无疮不可伤	天寒可遣妇无裈	万姓饥寒虑不穷
黄鸡在啄着谷粒秋天长得正肥。	黄鸡啄黍秋正肥	归值家鸡啄黍肥	啄黍黄鸡想正肥	黄鸡正嫩白鹅肥
秦王一天天暴虐无道。	秦王日无道	王道荒东汉	不数秦王日	无偏王道在
 菊花盛开之时要插满头而归。	菊花须插满头归	花开都插满头归	会取黄花插满头	梅花须插满头归
东风已经复苏万物。	东风动百物	春风动百草	东风生百草	东风吹百卉
在这个晴朗的黄昏，冉冉西下的斜阳正将残留的余晖洒落在江上。	江晴有暮晖	江东有暮云	江春荡夕晖	江晴倚落晖
只有一轮明月静静与我相伴。	明月来相照	水月来相照	明月自来照	明月来相识
楼上心怀离愁的人唱着《石洲》。	楼上离人唱石州	惯听人唱石城歌	楼上齐声唱石州	何处离人唱石州
你颇具有远大志向。	君负鸿鹄志	平生鸿鹄志	鸿鹄长矜志	君怀鸿鹄志
山间连绵阴雨刚刚有了一点停止的意思。	山雨初含霁	山晓雨初霁	宿雨天初霁	寒雨初开霁
麒麟出现，你又忧伤哀怨，感叹世乱道穷。	伤麟怨道穷	伤麟道亦穷	获麟吾道穷	吾道泣何穷
暴风吹来，波涛翻涌，浪花里散发出浸泡尸体的腥味，想到自己鬓发已白，心情难抑。	腥浪拍心碎，飙风吹鬓华。	荡风波眼急，翻雪浪心寒。	帆开白浪飐，碇住黑风吹。	峡气停矶浪，霜风捲瘴毛。
人生寿命不齐本属自然。	从来有修短	古来修短分	个事从来有	从来有兴废
为什么骑上瘦驴在细雨中到剑门关去？	细雨骑驴入剑门	细雨骑驴松炬火	不及骑驴细雨行	秋雨骑驴过剑门
语言佳妙，并不碍诗人的铁石心肠。	语妙何妨石作肠	只将铁石作肝肠	语妙何妨为一挥	不由铁石作肝肠
只知对着深宫，望着天上月，看它东边出来，西边落下，已经四五百回圆缺。	唯向深宫望明月，东西四五百回圆。	肠断青天望明月，别来三十六回圆。	唯有离宫旧明月，夜深还上玉钩斜。	南北东西桂影直，三五二八清光圆。
鱼目混珠之辈居然也来嘲笑我。	鱼目亦笑我	人皆笑我迂	笑我亦钟灵	我亦笑其人
一夜间，春风吹遍了衡阳城。	春风一夜到衡阳	春风一夜别衡阳	梅际春风一夜归	春风一夜到桑麻
好梦易醒禁不住越鸡伺晨。	梦断越鸡晨	拊枕越鸡晨	梦断白鸡前	梦转闻鸡唱
昨夜又见狂风吹度。	昨夜狂风度	昨夜春风生	昨夜东风发	西风昨夜狂
县城太小蛮夷无意洗劫。	城小贼不屠	城降戒不屠	城中屠各虏	连城忧盗贼
我虽然身处异乡，但这里的景物与故乡的没有什么不同之处，因此，让小儿斟上酒来，一饮而尽。	云物不殊乡国异，教儿且覆掌中杯。	风物不殊乡国异，好寻归马问长阡。	云物不殊乡国异，夭桃窗下背花眠。	风俗不殊乡国异，年华一去梦魂惊。
夕阳斜下，不禁推开船篷坐下，富春江山水一片翠色似乎涌上了船头。	斜阳流水推篷坐，翠色随人欲上船。	夕阳在波人影乱，秋水上帘竹色幽。	独坐斜阳看归鸟，不随画舫到前溪。	斜阳晚色满沧洲，红叶飞随水乱流。
江南也好江北也罢，原来都是我的家乡。	江南江北旧家乡	江北江南十万家	江南江北几人家	江南江北总无家
故乡远在三千里之外。	故国三千里	故国一千里	乡国三千里	故国五千里
静冷角落没有车马经过。	可怜此地无车马	此中竟日无车马	莫言此地无车马	可怜此地埋仙骨
千万别学陶渊明笔下那个武陵人。	莫学武陵人	莫是武陵人	狂杀武陵人	莫比武陵源
南方的管乐，北方的燕歌发出的声音都震动了厅上的画梁雕栋了。	楚竹燕歌动画梁	楚竹歌声动夕阳	野人丝竹尚燕歌	歌袅新声落画梁
案头蜡烛有心它还依依惜别。	蜡烛有心还惜别	蜡烛有心啼别夜	相见有期还惜别	有心腊烛还垂泪
否则我也会死在泸水旁。	不然当时泸水头	祇似当时鄱水阳	可惜不当湖水面	当时不合抬头看
声声总是牵系玉关的亲人。	总是玉关情	偏动玉关情	总是不关愁	不带玉关情
深夜，寂寞的秋江上渔火疏稀。	寂历秋江渔火稀	霜明渔火乍依稀	空江渔火夜初然	隔江明灭渔人火
东风微拂的田间小路上惊起了微尘。	东风陌上惊微尘	风外浮云陌上尘	来往东风陌上尘	今日风吹陌上尘
第一次才听说汉以后的朝代。	樵客初传汉姓名	十榜传家有姓名	太古山传汉姓名	越客西来隐姓名
饯别的酒宴规模十分盛大。	祖帐连河阙	星河绛阙前	祖帐饯河桥	边云连汉阙
深谷中住着人家人家。	深谷有人家	云谷有人家	山后有人家	深树有人家
抒发着主人的心情。	一笛酒人心	一笛向人吹	一曲两人心	一笛起江船
已经知道黄泉之路相逼近。	已知泉路近	不知前路近	已知归路近	遥知烟路近
我都是带着兵器骑着战马在疆场上度过的。	多是横戈马上行	马上行人是鲁连	可怜策马横戈地	横戈上马嗟心在
只因爱这山川之美。	自爱丘壑美	丘壑信多美	自安丘壑美	闲居爱丘壑
山里的鸟儿在嘲哳乱鸣。	嘲哳鸣山禽	嘲哳逐山鸡	俚语杂山禽	鸣禽巧当歌
秋天离别时两相顾盼，像飞蓬一样到处飘荡。	秋来相顾尚飘蓬	游吴愧我尚飘蓬	秋来常苦客飘蓬	老来江海尚飘蓬
砍得柴禾以后，船运肩扛，运出深山，一刻都不得停歇地运回来，立刻投人巨大的灶炉中。	船载肩擎未遑歇，投入巨灶炎炎热。	饭箩无底乾坤窄，舀出炎炎热铁丸。	负炫技如驴出黔，鸣空鼓腹势炎炎。	虽得一雨洗炎热，夜吏捉人谁使然。
眼前的山山水水充满诗情画意。	楚水吴山无限情	楚水吴山无限思	楚水吴山尽是秋	越水吴山去国情
美丽的容颜还不如乌鸦的姿色。	玉颜不及寒鸦色	玉颜谁道不如鸦	玉颜原不及寒鸦	玉容弗及寒鸦色
就像人与人之间的交情。	交情淡如此	情如淡交久	交态只如此	交意淡如此
酒杯嫌漏壶滴漏的太慢。	杯延玉漏迟	青灯玉漏迟	歌长玉漏迟	香凝玉漏迟
蚊子喜欢在昏暗的夜里嗡嗡地鼓翅飞舞，糊涂人分辨不清，聪明人也感到迷惘。	喧腾鼓舞喜昏黑，昧者不分聪者惑。	儿童鼓舞几通夕，我辈欢呼竟不眠。	张籍眼昏心不昧，崇师耳聩性还聪。	智者不愚愚者智，到头分合世难平。
想到即将跨马奔赴沙场杀敌报国，战士们个个豪情满怀。	欲饮琵琶马上催	敕上琵琶马上弹	琵琶马上送蛾眉	谁分琵琶弹马上
如果彼此有缘分，即使相隔千里。	有缘千里来相会	信是有缘千里会	千里书来会面同	海门千里来相送
隔着门帘静静观看就好。	留取隔帘看	且得隔篱看	留著看银钩	留待隔年看
周围的山峰如被围捕的群鹿。	群峰如逐鹿	千峰麋鹿群	群峰浮鹿洞	群峰如可攀
暂且问您牡丹花如楚宫女的细腰在风雨后又减损多少枝？	且问宫腰损几枝	一捻宫腰浑瘦损	却问残芳有几枝	莫问宫腰损几枝
二月的杨花轻盈而卑微，随着春风摇摇荡荡，撩惹他人衣襟。	二月杨花轻复微，春风摇荡惹人衣。	二月河津杨柳花，东风摇曳落谁家。	春风颠狂复细微，吹波荡桨动人衣。	长薄微微带暮城，飞丝摇荡午风轻。
太湖之南碧草如茵，绵延万里。	草绿湖南万里情	春雨江南万里情	草绿天南万里情	草绿遥天万里情
手拿干戈啊身穿犀皮甲。	操吴戈兮被犀甲	戈船十万尽犀弩	犀甲戈船到水军	犀纹坚甲耀新兵
暂时分手希望你们不要踌躇。	暂时分手莫踌躇	暂时分手思难任	暂时分手惜多违	暂时分手莫相违
清澈的江水曲折地绕村流过，长长的夏日里，村中的一切都显得幽雅。	清江一曲抱村流，长夏江村事事幽。	清江一曲抱村流，古柏千茎绕径幽。	眼前有景道不得，长夏江村事事幽。	石桥磊落跨溪流，长日溪头事事幽。
腾云驾雾如闪电。	排空驭气奔如电	蒙尘猎骑奔如电	铺排剑戟奔如电	飞云撇空若奔马
如今关塞重重，交通又被战火阻断，真不知哪一年才能返回自己的家园。	万重关塞断，何日是归年？	苍茫关塞断，何处问归程。	乾坤满群盗，何日是归年。	终年常役役，何日是归时。
谁能说乱离之苦只有燕子。	能说乱离惟有燕	多情惟有堂前燕	撩乱绕楼唯有燕	惟有一双新燕飞
闺房之中不见了张敞画眉。	走马台边人不见	走马兰台不当春	知在台边望不见	东望金台人不见
侧面看，鲜艳的花色闪烁不定。	转侧看花花不定	著意看花花不语	看花不见折花人	看花不合在花间
哎，我的一生老是忧愁不安，这清丽的境界，也只能是转眼过去，留作他年回想。	此生忽忽忧患里，清境过眼能须臾。	此生太半沦忧患，万事何时脱险艰。	人生识字忧患始，底用区区更出奇。	人生忧患始于名，旦喜无闻过此生。
